"","nationality","response","year"
"34917","Nigeria","non-atheist",2012
"34918","Nigeria","non-atheist",2012
"34919","Nigeria","non-atheist",2012
"34920","Nigeria","non-atheist",2012
"34921","Nigeria","non-atheist",2012
"34922","Nigeria","non-atheist",2012
"34923","Nigeria","non-atheist",2012
"34924","Nigeria","non-atheist",2012
"34925","Nigeria","non-atheist",2012
"34926","Nigeria","non-atheist",2012
"34927","Nigeria","non-atheist",2012
"34928","Nigeria","non-atheist",2012
"34929","Nigeria","non-atheist",2012
"34930","Nigeria","non-atheist",2012
"34931","Nigeria","non-atheist",2012
"34932","Nigeria","non-atheist",2012
"34933","Nigeria","non-atheist",2012
"34934","Nigeria","non-atheist",2012
"34935","Nigeria","non-atheist",2012
"34936","Nigeria","non-atheist",2012
"34937","Nigeria","non-atheist",2012
"34938","Nigeria","non-atheist",2012
"34939","Nigeria","non-atheist",2012
"34940","Nigeria","non-atheist",2012
"34941","Nigeria","non-atheist",2012
"34942","Nigeria","non-atheist",2012
"34943","Nigeria","non-atheist",2012
"34944","Nigeria","non-atheist",2012
"34945","Nigeria","non-atheist",2012
"34946","Nigeria","non-atheist",2012
"34947","Nigeria","non-atheist",2012
"34948","Nigeria","non-atheist",2012
"34949","Nigeria","non-atheist",2012
"34950","Nigeria","non-atheist",2012
"34951","Nigeria","non-atheist",2012
"34952","Nigeria","non-atheist",2012
"34953","Nigeria","non-atheist",2012
"34954","Nigeria","non-atheist",2012
"34955","Nigeria","non-atheist",2012
"34956","Nigeria","non-atheist",2012
"34957","Nigeria","non-atheist",2012
"34958","Nigeria","non-atheist",2012
"34959","Nigeria","non-atheist",2012
"34960","Nigeria","non-atheist",2012
"34961","Nigeria","non-atheist",2012
"34962","Nigeria","non-atheist",2012
"34963","Nigeria","non-atheist",2012
"34964","Nigeria","non-atheist",2012
"34965","Nigeria","non-atheist",2012
"34966","Nigeria","non-atheist",2012
"34967","Nigeria","atheist",2012
"34968","Nigeria","non-atheist",2012
"34969","Nigeria","non-atheist",2012
"34970","Nigeria","non-atheist",2012
"34971","Nigeria","non-atheist",2012
"34972","Nigeria","non-atheist",2012
"34973","Nigeria","non-atheist",2012
"34974","Nigeria","non-atheist",2012
"34975","Nigeria","non-atheist",2012
"34976","Nigeria","non-atheist",2012
"34977","Nigeria","non-atheist",2012
"34978","Nigeria","non-atheist",2012
"34979","Nigeria","non-atheist",2012
"34980","Nigeria","non-atheist",2012
"34981","Nigeria","non-atheist",2012
"34982","Nigeria","non-atheist",2012
"34983","Nigeria","non-atheist",2012
"34984","Nigeria","non-atheist",2012
"34985","Nigeria","non-atheist",2012
"34986","Nigeria","non-atheist",2012
"34987","Nigeria","non-atheist",2012
"34988","Nigeria","non-atheist",2012
"34989","Nigeria","non-atheist",2012
"34990","Nigeria","non-atheist",2012
"34991","Nigeria","non-atheist",2012
"34992","Nigeria","non-atheist",2012
"34993","Nigeria","non-atheist",2012
"34994","Nigeria","non-atheist",2012
"34995","Nigeria","non-atheist",2012
"34996","Nigeria","non-atheist",2012
"34997","Nigeria","non-atheist",2012
"34998","Nigeria","non-atheist",2012
"34999","Nigeria","non-atheist",2012
"35000","Nigeria","non-atheist",2012
"35001","Nigeria","non-atheist",2012
"35002","Nigeria","non-atheist",2012
"35003","Nigeria","non-atheist",2012
"35004","Nigeria","non-atheist",2012
"35005","Nigeria","non-atheist",2012
"35006","Nigeria","non-atheist",2012
"35007","Nigeria","non-atheist",2012
"35008","Nigeria","non-atheist",2012
"35009","Nigeria","non-atheist",2012
"35010","Nigeria","non-atheist",2012
"35011","Nigeria","non-atheist",2012
"35012","Nigeria","non-atheist",2012
"35013","Nigeria","non-atheist",2012
"35014","Nigeria","non-atheist",2012
"35015","Nigeria","non-atheist",2012
"35016","Nigeria","non-atheist",2012
"35017","Nigeria","non-atheist",2012
"35018","Nigeria","non-atheist",2012
"35019","Nigeria","non-atheist",2012
"35020","Nigeria","non-atheist",2012
"35021","Nigeria","non-atheist",2012
"35022","Nigeria","non-atheist",2012
"35023","Nigeria","non-atheist",2012
"35024","Nigeria","non-atheist",2012
"35025","Nigeria","non-atheist",2012
"35026","Nigeria","non-atheist",2012
"35027","Nigeria","non-atheist",2012
"35028","Nigeria","non-atheist",2012
"35029","Nigeria","non-atheist",2012
"35030","Nigeria","non-atheist",2012
"35031","Nigeria","non-atheist",2012
"35032","Nigeria","non-atheist",2012
"35033","Nigeria","non-atheist",2012
"35034","Nigeria","non-atheist",2012
"35035","Nigeria","non-atheist",2012
"35036","Nigeria","non-atheist",2012
"35037","Nigeria","non-atheist",2012
"35038","Nigeria","non-atheist",2012
"35039","Nigeria","non-atheist",2012
"35040","Nigeria","non-atheist",2012
"35041","Nigeria","non-atheist",2012
"35042","Nigeria","non-atheist",2012
"35043","Nigeria","non-atheist",2012
"35044","Nigeria","non-atheist",2012
"35045","Nigeria","non-atheist",2012
"35046","Nigeria","non-atheist",2012
"35047","Nigeria","non-atheist",2012
"35048","Nigeria","non-atheist",2012
"35049","Nigeria","non-atheist",2012
"35050","Nigeria","non-atheist",2012
"35051","Nigeria","non-atheist",2012
"35052","Nigeria","non-atheist",2012
"35053","Nigeria","non-atheist",2012
"35054","Nigeria","non-atheist",2012
"35055","Nigeria","non-atheist",2012
"35056","Nigeria","non-atheist",2012
"35057","Nigeria","non-atheist",2012
"35058","Nigeria","non-atheist",2012
"35059","Nigeria","non-atheist",2012
"35060","Nigeria","non-atheist",2012
"35061","Nigeria","non-atheist",2012
"35062","Nigeria","non-atheist",2012
"35063","Nigeria","non-atheist",2012
"35064","Nigeria","non-atheist",2012
"35065","Nigeria","non-atheist",2012
"35066","Nigeria","non-atheist",2012
"35067","Nigeria","non-atheist",2012
"35068","Nigeria","non-atheist",2012
"35069","Nigeria","non-atheist",2012
"35070","Nigeria","non-atheist",2012
"35071","Nigeria","non-atheist",2012
"35072","Nigeria","non-atheist",2012
"35073","Nigeria","non-atheist",2012
"35074","Nigeria","non-atheist",2012
"35075","Nigeria","non-atheist",2012
"35076","Nigeria","non-atheist",2012
"35077","Nigeria","non-atheist",2012
"35078","Nigeria","non-atheist",2012
"35079","Nigeria","non-atheist",2012
"35080","Nigeria","non-atheist",2012
"35081","Nigeria","non-atheist",2012
"35082","Nigeria","non-atheist",2012
"35083","Nigeria","non-atheist",2012
"35084","Nigeria","non-atheist",2012
"35085","Nigeria","non-atheist",2012
"35086","Nigeria","non-atheist",2012
"35087","Nigeria","non-atheist",2012
"35088","Nigeria","non-atheist",2012
"35089","Nigeria","non-atheist",2012
"35090","Nigeria","non-atheist",2012
"35091","Nigeria","non-atheist",2012
"35092","Nigeria","non-atheist",2012
"35093","Nigeria","non-atheist",2012
"35094","Nigeria","non-atheist",2012
"35095","Nigeria","non-atheist",2012
"35096","Nigeria","non-atheist",2012
"35097","Nigeria","non-atheist",2012
"35098","Nigeria","non-atheist",2012
"35099","Nigeria","non-atheist",2012
"35100","Nigeria","non-atheist",2012
"35101","Nigeria","non-atheist",2012
"35102","Nigeria","non-atheist",2012
"35103","Nigeria","non-atheist",2012
"35104","Nigeria","non-atheist",2012
"35105","Nigeria","non-atheist",2012
"35106","Nigeria","non-atheist",2012
"35107","Nigeria","non-atheist",2012
"35108","Nigeria","non-atheist",2012
"35109","Nigeria","non-atheist",2012
"35110","Nigeria","non-atheist",2012
"35111","Nigeria","non-atheist",2012
"35112","Nigeria","non-atheist",2012
"35113","Nigeria","non-atheist",2012
"35114","Nigeria","non-atheist",2012
"35115","Nigeria","non-atheist",2012
"35116","Nigeria","non-atheist",2012
"35117","Nigeria","non-atheist",2012
"35118","Nigeria","non-atheist",2012
"35119","Nigeria","non-atheist",2012
"35120","Nigeria","non-atheist",2012
"35121","Nigeria","non-atheist",2012
"35122","Nigeria","non-atheist",2012
"35123","Nigeria","non-atheist",2012
"35124","Nigeria","non-atheist",2012
"35125","Nigeria","non-atheist",2012
"35126","Nigeria","non-atheist",2012
"35127","Nigeria","non-atheist",2012
"35128","Nigeria","non-atheist",2012
"35129","Nigeria","non-atheist",2012
"35130","Nigeria","non-atheist",2012
"35131","Nigeria","non-atheist",2012
"35132","Nigeria","non-atheist",2012
"35133","Nigeria","non-atheist",2012
"35134","Nigeria","non-atheist",2012
"35135","Nigeria","non-atheist",2012
"35136","Nigeria","non-atheist",2012
"35137","Nigeria","non-atheist",2012
"35138","Nigeria","non-atheist",2012
"35139","Nigeria","non-atheist",2012
"35140","Nigeria","non-atheist",2012
"35141","Nigeria","non-atheist",2012
"35142","Nigeria","non-atheist",2012
"35143","Nigeria","non-atheist",2012
"35144","Nigeria","non-atheist",2012
"35145","Nigeria","non-atheist",2012
"35146","Nigeria","non-atheist",2012
"35147","Nigeria","non-atheist",2012
"35148","Nigeria","non-atheist",2012
"35149","Nigeria","non-atheist",2012
"35150","Nigeria","non-atheist",2012
"35151","Nigeria","non-atheist",2012
"35152","Nigeria","non-atheist",2012
"35153","Nigeria","non-atheist",2012
"35154","Nigeria","non-atheist",2012
"35155","Nigeria","non-atheist",2012
"35156","Nigeria","non-atheist",2012
"35157","Nigeria","non-atheist",2012
"35158","Nigeria","non-atheist",2012
"35159","Nigeria","non-atheist",2012
"35160","Nigeria","non-atheist",2012
"35161","Nigeria","non-atheist",2012
"35162","Nigeria","non-atheist",2012
"35163","Nigeria","non-atheist",2012
"35164","Nigeria","non-atheist",2012
"35165","Nigeria","atheist",2012
"35166","Nigeria","non-atheist",2012
"35167","Nigeria","non-atheist",2012
"35168","Nigeria","non-atheist",2012
"35169","Nigeria","non-atheist",2012
"35170","Nigeria","non-atheist",2012
"35171","Nigeria","non-atheist",2012
"35172","Nigeria","non-atheist",2012
"35173","Nigeria","non-atheist",2012
"35174","Nigeria","non-atheist",2012
"35175","Nigeria","non-atheist",2012
"35176","Nigeria","non-atheist",2012
"35177","Nigeria","non-atheist",2012
"35178","Nigeria","non-atheist",2012
"35179","Nigeria","non-atheist",2012
"35180","Nigeria","non-atheist",2012
"35181","Nigeria","non-atheist",2012
"35182","Nigeria","non-atheist",2012
"35183","Nigeria","non-atheist",2012
"35184","Nigeria","non-atheist",2012
"35185","Nigeria","non-atheist",2012
"35186","Nigeria","non-atheist",2012
"35187","Nigeria","non-atheist",2012
"35188","Nigeria","non-atheist",2012
"35189","Nigeria","non-atheist",2012
"35190","Nigeria","non-atheist",2012
"35191","Nigeria","non-atheist",2012
"35192","Nigeria","non-atheist",2012
"35193","Nigeria","non-atheist",2012
"35194","Nigeria","non-atheist",2012
"35195","Nigeria","non-atheist",2012
"35196","Nigeria","non-atheist",2012
"35197","Nigeria","non-atheist",2012
"35198","Nigeria","non-atheist",2012
"35199","Nigeria","non-atheist",2012
"35200","Nigeria","non-atheist",2012
"35201","Nigeria","non-atheist",2012
"35202","Nigeria","non-atheist",2012
"35203","Nigeria","non-atheist",2012
"35204","Nigeria","non-atheist",2012
"35205","Nigeria","non-atheist",2012
"35206","Nigeria","non-atheist",2012
"35207","Nigeria","atheist",2012
"35208","Nigeria","non-atheist",2012
"35209","Nigeria","non-atheist",2012
"35210","Nigeria","non-atheist",2012
"35211","Nigeria","non-atheist",2012
"35212","Nigeria","non-atheist",2012
"35213","Nigeria","non-atheist",2012
"35214","Nigeria","non-atheist",2012
"35215","Nigeria","non-atheist",2012
"35216","Nigeria","non-atheist",2012
"35217","Nigeria","non-atheist",2012
"35218","Nigeria","non-atheist",2012
"35219","Nigeria","non-atheist",2012
"35220","Nigeria","non-atheist",2012
"35221","Nigeria","non-atheist",2012
"35222","Nigeria","non-atheist",2012
"35223","Nigeria","non-atheist",2012
"35224","Nigeria","non-atheist",2012
"35225","Nigeria","non-atheist",2012
"35226","Nigeria","non-atheist",2012
"35227","Nigeria","non-atheist",2012
"35228","Nigeria","non-atheist",2012
"35229","Nigeria","non-atheist",2012
"35230","Nigeria","non-atheist",2012
"35231","Nigeria","non-atheist",2012
"35232","Nigeria","non-atheist",2012
"35233","Nigeria","non-atheist",2012
"35234","Nigeria","non-atheist",2012
"35235","Nigeria","non-atheist",2012
"35236","Nigeria","non-atheist",2012
"35237","Nigeria","non-atheist",2012
"35238","Nigeria","non-atheist",2012
"35239","Nigeria","non-atheist",2012
"35240","Nigeria","non-atheist",2012
"35241","Nigeria","non-atheist",2012
"35242","Nigeria","non-atheist",2012
"35243","Nigeria","non-atheist",2012
"35244","Nigeria","non-atheist",2012
"35245","Nigeria","non-atheist",2012
"35246","Nigeria","non-atheist",2012
"35247","Nigeria","non-atheist",2012
"35248","Nigeria","non-atheist",2012
"35249","Nigeria","non-atheist",2012
"35250","Nigeria","non-atheist",2012
"35251","Nigeria","non-atheist",2012
"35252","Nigeria","non-atheist",2012
"35253","Nigeria","non-atheist",2012
"35254","Nigeria","non-atheist",2012
"35255","Nigeria","non-atheist",2012
"35256","Nigeria","non-atheist",2012
"35257","Nigeria","non-atheist",2012
"35258","Nigeria","non-atheist",2012
"35259","Nigeria","non-atheist",2012
"35260","Nigeria","non-atheist",2012
"35261","Nigeria","non-atheist",2012
"35262","Nigeria","non-atheist",2012
"35263","Nigeria","non-atheist",2012
"35264","Nigeria","non-atheist",2012
"35265","Nigeria","non-atheist",2012
"35266","Nigeria","non-atheist",2012
"35267","Nigeria","non-atheist",2012
"35268","Nigeria","non-atheist",2012
"35269","Nigeria","non-atheist",2012
"35270","Nigeria","non-atheist",2012
"35271","Nigeria","non-atheist",2012
"35272","Nigeria","non-atheist",2012
"35273","Nigeria","non-atheist",2012
"35274","Nigeria","non-atheist",2012
"35275","Nigeria","non-atheist",2012
"35276","Nigeria","non-atheist",2012
"35277","Nigeria","non-atheist",2012
"35278","Nigeria","non-atheist",2012
"35279","Nigeria","non-atheist",2012
"35280","Nigeria","non-atheist",2012
"35281","Nigeria","non-atheist",2012
"35282","Nigeria","non-atheist",2012
"35283","Nigeria","non-atheist",2012
"35284","Nigeria","non-atheist",2012
"35285","Nigeria","non-atheist",2012
"35286","Nigeria","non-atheist",2012
"35287","Nigeria","non-atheist",2012
"35288","Nigeria","non-atheist",2012
"35289","Nigeria","non-atheist",2012
"35290","Nigeria","non-atheist",2012
"35291","Nigeria","non-atheist",2012
"35292","Nigeria","non-atheist",2012
"35293","Nigeria","non-atheist",2012
"35294","Nigeria","non-atheist",2012
"35295","Nigeria","non-atheist",2012
"35296","Nigeria","non-atheist",2012
"35297","Nigeria","non-atheist",2012
"35298","Nigeria","non-atheist",2012
"35299","Nigeria","non-atheist",2012
"35300","Nigeria","non-atheist",2012
"35301","Nigeria","non-atheist",2012
"35302","Nigeria","non-atheist",2012
"35303","Nigeria","non-atheist",2012
"35304","Nigeria","non-atheist",2012
"35305","Nigeria","non-atheist",2012
"35306","Nigeria","non-atheist",2012
"35307","Nigeria","non-atheist",2012
"35308","Nigeria","non-atheist",2012
"35309","Nigeria","non-atheist",2012
"35310","Nigeria","non-atheist",2012
"35311","Nigeria","non-atheist",2012
"35312","Nigeria","non-atheist",2012
"35313","Nigeria","non-atheist",2012
"35314","Nigeria","non-atheist",2012
"35315","Nigeria","non-atheist",2012
"35316","Nigeria","non-atheist",2012
"35317","Nigeria","non-atheist",2012
"35318","Nigeria","non-atheist",2012
"35319","Nigeria","non-atheist",2012
"35320","Nigeria","non-atheist",2012
"35321","Nigeria","non-atheist",2012
"35322","Nigeria","non-atheist",2012
"35323","Nigeria","non-atheist",2012
"35324","Nigeria","non-atheist",2012
"35325","Nigeria","non-atheist",2012
"35326","Nigeria","non-atheist",2012
"35327","Nigeria","non-atheist",2012
"35328","Nigeria","non-atheist",2012
"35329","Nigeria","non-atheist",2012
"35330","Nigeria","non-atheist",2012
"35331","Nigeria","non-atheist",2012
"35332","Nigeria","non-atheist",2012
"35333","Nigeria","non-atheist",2012
"35334","Nigeria","non-atheist",2012
"35335","Nigeria","non-atheist",2012
"35336","Nigeria","non-atheist",2012
"35337","Nigeria","non-atheist",2012
"35338","Nigeria","non-atheist",2012
"35339","Nigeria","non-atheist",2012
"35340","Nigeria","non-atheist",2012
"35341","Nigeria","non-atheist",2012
"35342","Nigeria","non-atheist",2012
"35343","Nigeria","non-atheist",2012
"35344","Nigeria","non-atheist",2012
"35345","Nigeria","non-atheist",2012
"35346","Nigeria","non-atheist",2012
"35347","Nigeria","non-atheist",2012
"35348","Nigeria","non-atheist",2012
"35349","Nigeria","non-atheist",2012
"35350","Nigeria","non-atheist",2012
"35351","Nigeria","non-atheist",2012
"35352","Nigeria","non-atheist",2012
"35353","Nigeria","non-atheist",2012
"35354","Nigeria","non-atheist",2012
"35355","Nigeria","non-atheist",2012
"35356","Nigeria","non-atheist",2012
"35357","Nigeria","non-atheist",2012
"35358","Nigeria","non-atheist",2012
"35359","Nigeria","non-atheist",2012
"35360","Nigeria","non-atheist",2012
"35361","Nigeria","non-atheist",2012
"35362","Nigeria","non-atheist",2012
"35363","Nigeria","non-atheist",2012
"35364","Nigeria","non-atheist",2012
"35365","Nigeria","non-atheist",2012
"35366","Nigeria","non-atheist",2012
"35367","Nigeria","non-atheist",2012
"35368","Nigeria","non-atheist",2012
"35369","Nigeria","non-atheist",2012
"35370","Pakistan","non-atheist",2012
"35371","Pakistan","non-atheist",2012
"35372","Pakistan","non-atheist",2012
"35373","Pakistan","non-atheist",2012
"35374","Pakistan","non-atheist",2012
"35375","Pakistan","non-atheist",2012
"35376","Pakistan","non-atheist",2012
"35377","Pakistan","non-atheist",2012
"35378","Pakistan","atheist",2012
"35379","Pakistan","non-atheist",2012
"35380","Pakistan","non-atheist",2012
"35381","Pakistan","non-atheist",2012
"35382","Pakistan","non-atheist",2012
"35383","Pakistan","non-atheist",2012
"35384","Pakistan","non-atheist",2012
"35385","Pakistan","non-atheist",2012
"35386","Pakistan","non-atheist",2012
"35387","Pakistan","non-atheist",2012
"35388","Pakistan","non-atheist",2012
"35389","Pakistan","non-atheist",2012
"35390","Pakistan","non-atheist",2012
"35391","Pakistan","non-atheist",2012
"35392","Pakistan","non-atheist",2012
"35393","Pakistan","non-atheist",2012
"35394","Pakistan","non-atheist",2012
"35395","Pakistan","non-atheist",2012
"35396","Pakistan","non-atheist",2012
"35397","Pakistan","non-atheist",2012
"35398","Pakistan","non-atheist",2012
"35399","Pakistan","non-atheist",2012
"35400","Pakistan","non-atheist",2012
"35401","Pakistan","non-atheist",2012
"35402","Pakistan","non-atheist",2012
"35403","Pakistan","non-atheist",2012
"35404","Pakistan","non-atheist",2012
"35405","Pakistan","non-atheist",2012
"35406","Pakistan","non-atheist",2012
"35407","Pakistan","non-atheist",2012
"35408","Pakistan","non-atheist",2012
"35409","Pakistan","non-atheist",2012
"35410","Pakistan","non-atheist",2012
"35411","Pakistan","non-atheist",2012
"35412","Pakistan","non-atheist",2012
"35413","Pakistan","non-atheist",2012
"35414","Pakistan","non-atheist",2012
"35415","Pakistan","non-atheist",2012
"35416","Pakistan","non-atheist",2012
"35417","Pakistan","non-atheist",2012
"35418","Pakistan","non-atheist",2012
"35419","Pakistan","non-atheist",2012
"35420","Pakistan","non-atheist",2012
"35421","Pakistan","non-atheist",2012
"35422","Pakistan","non-atheist",2012
"35423","Pakistan","non-atheist",2012
"35424","Pakistan","non-atheist",2012
"35425","Pakistan","non-atheist",2012
"35426","Pakistan","non-atheist",2012
"35427","Pakistan","non-atheist",2012
"35428","Pakistan","non-atheist",2012
"35429","Pakistan","non-atheist",2012
"35430","Pakistan","non-atheist",2012
"35431","Pakistan","non-atheist",2012
"35432","Pakistan","non-atheist",2012
"35433","Pakistan","non-atheist",2012
"35434","Pakistan","non-atheist",2012
"35435","Pakistan","non-atheist",2012
"35436","Pakistan","non-atheist",2012
"35437","Pakistan","non-atheist",2012
"35438","Pakistan","non-atheist",2012
"35439","Pakistan","non-atheist",2012
"35440","Pakistan","non-atheist",2012
"35441","Pakistan","non-atheist",2012
"35442","Pakistan","non-atheist",2012
"35443","Pakistan","non-atheist",2012
"35444","Pakistan","non-atheist",2012
"35445","Pakistan","non-atheist",2012
"35446","Pakistan","non-atheist",2012
"35447","Pakistan","non-atheist",2012
"35448","Pakistan","non-atheist",2012
"35449","Pakistan","non-atheist",2012
"35450","Pakistan","non-atheist",2012
"35451","Pakistan","non-atheist",2012
"35452","Pakistan","non-atheist",2012
"35453","Pakistan","non-atheist",2012
"35454","Pakistan","atheist",2012
"35455","Pakistan","non-atheist",2012
"35456","Pakistan","non-atheist",2012
"35457","Pakistan","non-atheist",2012
"35458","Pakistan","non-atheist",2012
"35459","Pakistan","non-atheist",2012
"35460","Pakistan","non-atheist",2012
"35461","Pakistan","non-atheist",2012
"35462","Pakistan","non-atheist",2012
"35463","Pakistan","non-atheist",2012
"35464","Pakistan","non-atheist",2012
"35465","Pakistan","non-atheist",2012
"35466","Pakistan","non-atheist",2012
"35467","Pakistan","non-atheist",2012
"35468","Pakistan","non-atheist",2012
"35469","Pakistan","non-atheist",2012
"35470","Pakistan","non-atheist",2012
"35471","Pakistan","non-atheist",2012
"35472","Pakistan","non-atheist",2012
"35473","Pakistan","non-atheist",2012
"35474","Pakistan","non-atheist",2012
"35475","Pakistan","non-atheist",2012
"35476","Pakistan","non-atheist",2012
"35477","Pakistan","non-atheist",2012
"35478","Pakistan","non-atheist",2012
"35479","Pakistan","non-atheist",2012
"35480","Pakistan","non-atheist",2012
"35481","Pakistan","non-atheist",2012
"35482","Pakistan","non-atheist",2012
"35483","Pakistan","non-atheist",2012
"35484","Pakistan","non-atheist",2012
"35485","Pakistan","non-atheist",2012
"35486","Pakistan","non-atheist",2012
"35487","Pakistan","non-atheist",2012
"35488","Pakistan","non-atheist",2012
"35489","Pakistan","non-atheist",2012
"35490","Pakistan","non-atheist",2012
"35491","Pakistan","non-atheist",2012
"35492","Pakistan","non-atheist",2012
"35493","Pakistan","non-atheist",2012
"35494","Pakistan","non-atheist",2012
"35495","Pakistan","non-atheist",2012
"35496","Pakistan","non-atheist",2012
"35497","Pakistan","non-atheist",2012
"35498","Pakistan","non-atheist",2012
"35499","Pakistan","non-atheist",2012
"35500","Pakistan","non-atheist",2012
"35501","Pakistan","non-atheist",2012
"35502","Pakistan","non-atheist",2012
"35503","Pakistan","non-atheist",2012
"35504","Pakistan","non-atheist",2012
"35505","Pakistan","non-atheist",2012
"35506","Pakistan","non-atheist",2012
"35507","Pakistan","non-atheist",2012
"35508","Pakistan","non-atheist",2012
"35509","Pakistan","non-atheist",2012
"35510","Pakistan","non-atheist",2012
"35511","Pakistan","non-atheist",2012
"35512","Pakistan","non-atheist",2012
"35513","Pakistan","non-atheist",2012
"35514","Pakistan","non-atheist",2012
"35515","Pakistan","non-atheist",2012
"35516","Pakistan","non-atheist",2012
"35517","Pakistan","non-atheist",2012
"35518","Pakistan","non-atheist",2012
"35519","Pakistan","non-atheist",2012
"35520","Pakistan","non-atheist",2012
"35521","Pakistan","non-atheist",2012
"35522","Pakistan","non-atheist",2012
"35523","Pakistan","non-atheist",2012
"35524","Pakistan","non-atheist",2012
"35525","Pakistan","non-atheist",2012
"35526","Pakistan","non-atheist",2012
"35527","Pakistan","non-atheist",2012
"35528","Pakistan","non-atheist",2012
"35529","Pakistan","non-atheist",2012
"35530","Pakistan","non-atheist",2012
"35531","Pakistan","non-atheist",2012
"35532","Pakistan","non-atheist",2012
"35533","Pakistan","atheist",2012
"35534","Pakistan","non-atheist",2012
"35535","Pakistan","non-atheist",2012
"35536","Pakistan","non-atheist",2012
"35537","Pakistan","non-atheist",2012
"35538","Pakistan","non-atheist",2012
"35539","Pakistan","non-atheist",2012
"35540","Pakistan","non-atheist",2012
"35541","Pakistan","non-atheist",2012
"35542","Pakistan","non-atheist",2012
"35543","Pakistan","non-atheist",2012
"35544","Pakistan","non-atheist",2012
"35545","Pakistan","non-atheist",2012
"35546","Pakistan","non-atheist",2012
"35547","Pakistan","non-atheist",2012
"35548","Pakistan","non-atheist",2012
"35549","Pakistan","non-atheist",2012
"35550","Pakistan","non-atheist",2012
"35551","Pakistan","non-atheist",2012
"35552","Pakistan","non-atheist",2012
"35553","Pakistan","non-atheist",2012
"35554","Pakistan","non-atheist",2012
"35555","Pakistan","non-atheist",2012
"35556","Pakistan","non-atheist",2012
"35557","Pakistan","non-atheist",2012
"35558","Pakistan","non-atheist",2012
"35559","Pakistan","non-atheist",2012
"35560","Pakistan","non-atheist",2012
"35561","Pakistan","non-atheist",2012
"35562","Pakistan","non-atheist",2012
"35563","Pakistan","non-atheist",2012
"35564","Pakistan","non-atheist",2012
"35565","Pakistan","non-atheist",2012
"35566","Pakistan","non-atheist",2012
"35567","Pakistan","non-atheist",2012
"35568","Pakistan","non-atheist",2012
"35569","Pakistan","non-atheist",2012
"35570","Pakistan","non-atheist",2012
"35571","Pakistan","non-atheist",2012
"35572","Pakistan","non-atheist",2012
"35573","Pakistan","non-atheist",2012
"35574","Pakistan","non-atheist",2012
"35575","Pakistan","non-atheist",2012
"35576","Pakistan","non-atheist",2012
"35577","Pakistan","non-atheist",2012
"35578","Pakistan","non-atheist",2012
"35579","Pakistan","non-atheist",2012
"35580","Pakistan","non-atheist",2012
"35581","Pakistan","non-atheist",2012
"35582","Pakistan","non-atheist",2012
"35583","Pakistan","non-atheist",2012
"35584","Pakistan","non-atheist",2012
"35585","Pakistan","non-atheist",2012
"35586","Pakistan","non-atheist",2012
"35587","Pakistan","non-atheist",2012
"35588","Pakistan","non-atheist",2012
"35589","Pakistan","non-atheist",2012
"35590","Pakistan","non-atheist",2012
"35591","Pakistan","non-atheist",2012
"35592","Pakistan","atheist",2012
"35593","Pakistan","non-atheist",2012
"35594","Pakistan","non-atheist",2012
"35595","Pakistan","non-atheist",2012
"35596","Pakistan","non-atheist",2012
"35597","Pakistan","non-atheist",2012
"35598","Pakistan","non-atheist",2012
"35599","Pakistan","non-atheist",2012
"35600","Pakistan","non-atheist",2012
"35601","Pakistan","non-atheist",2012
"35602","Pakistan","non-atheist",2012
"35603","Pakistan","non-atheist",2012
"35604","Pakistan","non-atheist",2012
"35605","Pakistan","non-atheist",2012
"35606","Pakistan","non-atheist",2012
"35607","Pakistan","non-atheist",2012
"35608","Pakistan","non-atheist",2012
"35609","Pakistan","non-atheist",2012
"35610","Pakistan","non-atheist",2012
"35611","Pakistan","non-atheist",2012
"35612","Pakistan","non-atheist",2012
"35613","Pakistan","non-atheist",2012
"35614","Pakistan","non-atheist",2012
"35615","Pakistan","non-atheist",2012
"35616","Pakistan","non-atheist",2012
"35617","Pakistan","non-atheist",2012
"35618","Pakistan","non-atheist",2012
"35619","Pakistan","non-atheist",2012
"35620","Pakistan","non-atheist",2012
"35621","Pakistan","non-atheist",2012
"35622","Pakistan","non-atheist",2012
"35623","Pakistan","non-atheist",2012
"35624","Pakistan","atheist",2012
"35625","Pakistan","non-atheist",2012
"35626","Pakistan","non-atheist",2012
"35627","Pakistan","non-atheist",2012
"35628","Pakistan","non-atheist",2012
"35629","Pakistan","non-atheist",2012
"35630","Pakistan","non-atheist",2012
"35631","Pakistan","non-atheist",2012
"35632","Pakistan","non-atheist",2012
"35633","Pakistan","non-atheist",2012
"35634","Pakistan","non-atheist",2012
"35635","Pakistan","non-atheist",2012
"35636","Pakistan","non-atheist",2012
"35637","Pakistan","non-atheist",2012
"35638","Pakistan","non-atheist",2012
"35639","Pakistan","non-atheist",2012
"35640","Pakistan","non-atheist",2012
"35641","Pakistan","non-atheist",2012
"35642","Pakistan","non-atheist",2012
"35643","Pakistan","non-atheist",2012
"35644","Pakistan","non-atheist",2012
"35645","Pakistan","non-atheist",2012
"35646","Pakistan","non-atheist",2012
"35647","Pakistan","non-atheist",2012
"35648","Pakistan","non-atheist",2012
"35649","Pakistan","non-atheist",2012
"35650","Pakistan","non-atheist",2012
"35651","Pakistan","non-atheist",2012
"35652","Pakistan","non-atheist",2012
"35653","Pakistan","non-atheist",2012
